id,Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
446,4/24/2023,AMERICAN AIRXXXXXXXXX2668,AMERICAN AIRXXXXXXXXX2668,277.8,debit,Air Travel,CREDIT CARD,,
447,4/24/2023,AMERICAN AIRXXXXXXXXX2669,AMERICAN AIRXXXXXXXXX2669,277.8,debit,Air Travel,CREDIT CARD,,
448,4/24/2023,Funds ReceivedFR BAC#229042906710 SARAH C SOSCIA,Funds ReceivedFR BAC#229042906710 SARAH C SOSCIA,596.47,credit,Investments,CMA-Edge XXZ-X7892,,
449,4/23/2023,UBER EATS help.uber.com CA,UBER EATS help.uber.com CA,38.66,debit,Food Delivery,American Express Gold Card,,
450,4/23/2023,TST* Ambar - Capitol Hill,TST* Ambar - Capitol Hill,113.2,debit,Restaurants,CREDIT CARD,,
451,4/22/2023,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,371.37,credit,Income,American Express Gold Card,,
452,4/21/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,2.8,debit,Ride Share,American Express Gold Card,,
453,4/20/2023,BKOFAMERICA MOBILE 04/21 XXXXX54854 DEPOSIT                                    *MOBILE       FL,BKOFAMERICA MOBILE 04/21 XXXXX54854 DEPOSIT                                    *MOBILE       FL,466,credit,Transfer,Adv Plus Banking - 6710,,
454,4/20/2023,DC-OTR-MEF-IIT PAYMENTS XXXXXXX CCD ID: XXXXXX1131,DC-OTR-MEF-IIT PAYMENTS XXXXXXX CCD ID: XXXXXX1131,8600,debit,State Tax,PREMIER PLUS CKG,,
455,4/20/2023,CHIPOTLE ONLINE,CHIPOTLE ONLINE,31.19,debit,Fast Food,CREDIT CARD,,
456,4/19/2023,UBER ONE help.uber.com CA,UBER ONE help.uber.com CA,9.99,debit,Ride Share,American Express Gold Card,,
457,4/19/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,2.8,debit,Ride Share,American Express Gold Card,,
458,4/19/2023,CHATGPT SUBSCRIPTION,CHATGPT SUBSCRIPTION,21.2,debit,Entertainment,CREDIT CARD,,
459,4/19/2023,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,757.8,debit,Investments,CMA-Edge XXZ-X7892,,
460,4/19/2023,WithdrawalML DIRECT DEPOSIT PROGRM,WithdrawalML DIRECT DEPOSIT PROGRM,758,credit,Transfer,CMA-Edge XXZ-X7892,,
461,4/18/2023,BOOK TRANSFER CREDIT B/O: VANGUARD MARKETING CORPORATION WAYNE PA XXXXX- US ORG:/XXXX3067 MARK REMMEY H OGB: VANGUARD MARKETING CORPORATION VALLEY FORGE PA US T,BOOK TRANSFER CREDIT B/O: VANGUARD MARKETING CORPORATION WAYNE PA XXXXX- US ORG:/XXXX3067 MARK REMMEY H OGB: VANGUARD MARKETING CORPORATION VALLEY FORGE PA US T,3904.57,credit,Transfer,PREMIER PLUS CKG,,
462,4/18/2023,IRS USATAXPYMT PPD ID: XXXXXX2000,IRS USATAXPYMT PPD ID: XXXXXX2000,1448,debit,Federal Tax,PREMIER PLUS CKG,,
463,4/18/2023,PEPCO PAYMENTUS BILLPAY PPD ID: XXXXXX0160,PEPCO PAYMENTUS BILLPAY PPD ID: XXXXXX0160,152.48,debit,Utilities,PREMIER PLUS CKG,,
464,4/18/2023,"DepositBANK OF AMERICA, NA RASP FRAC BUY ....","DepositBANK OF AMERICA, NA RASP FRAC BUY ....",3.29,debit,Transfer,SARAH IRA,,
465,4/18/2023,"DepositBANK OF AMERICA, NA RASP FRAC BUY ....","DepositBANK OF AMERICA, NA RASP FRAC BUY ....",3.33,debit,Transfer,SARAH ROTH,,
